source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
Minda News,http://www.mindanews.com/top-stories/2014/07/01/southcot-village-isolated-after-landslide/,6117,06/30/2014 03:00:00 PM,,Tampakan,"An upland village in Tampakan town in South Cotabato has remained isolated following a major landslide in the area on Monday afternoon. South Cotabato Gov. Daisy Avance-Fuentes said Tuesday a portion of a mountain in Barangay Palo in Tampakan reportedly collapsed following almost nonstop heavy rains in the area since Sunday night. She said no one was hurt in the incident but it affected the main road leading to the village, isolating local residents. “The main road was shut down because of the landslide and is currently inaccessible to all types of vehicles,” she said in a radio interview.",Tampakan,25km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,6117.0,Philippines,PH,Soccsksargen,2266.0,Lampitak,4.8833,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.0676,6.4737
mb,http://www.mb.com.ph/articles/328656/rains-trigger-siquijor-floods-landslides,3854,07/28/2011 12:00:00 AM,,Siquijor,"Rains trigger Siquijor floods, landslides By PHOEBE JEN INDINO July 28, 2011, 8:07pm  SIQUIJOR, Siquijor, Philippines — The prolonged heavy rains brought by typhoon “Juaning” triggered flashloods and landslides in coastal areas of this town, affecting some 20 barangays here.  According to the Municipal Disaster Risk Reduction Management Council (MDRRMC) Deputized Coordinator Gilbert Briones heavy rains caused damage to the several of the municipality’s infrastructure.  MDRRMC reports bared that aside from the destroyed infrastructure, the inclement weather also claimed the life of an eight year-old pupil of Candanay Elementary School.  Typhoon Juaning affected six houses in Barangays Luyang and 12 houses in Barangay Banban, both of which were submerged in water a meter deep.  Part of the roads in Sabang, Luyang, Pangi, Dumanjug-Calalinan and Cang-adieng-Caipilan were also flooded with riprap damaged although the area remains passable, said Briones.  He said the typhoon tested their MDR",Siquijor,25km,landslide,downpour,medium,unknown,0.0,,,,,glc,3854.0,Philippines,PH,Central Visayas,0.0,Larena,4.59342,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.596,9.2038
news.xinhuanet,http://news.xinhuanet.com/english/2008-05/18/content_8198007.htm,537,05/17/2008 12:00:00 AM,,Western Visayas and Panay,"along roads in region, difficult to locate place and differentiate from flooding and storm surge/wind damage",Western Visayas and Panay,unknown,landslide,tropical_cyclone,medium,unknown,,,Tropical Storm Halong (Cosme),,,glc,537.0,Philippines,PH,Western Visayas,5500.0,Lambunao,0.19527,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,122.4742,11.0551
bworldonline,http://www.bworldonline.com/content.php?section=Nation&title=NDRRMC-reports-landslide-in-Samar&id=58519,4553,09/14/2012 12:00:00 AM,,"Hinabangan, Eastern Visayas,","TWO LANDSLIDES were reported in the town of Habangan, Samar on Friday, as typhoon “Karen” (international name: Sanba) retains it strength while hovering over the East Philippine Sea, the National Disaster Risk Reduction and Management Council (NDRRMC) reported in its morning bulletin.","Hinabangan, Eastern Visayas,",10km,landslide,downpour,large,unknown,,,,,,glc,4553.0,Philippines,PH,Eastern Visayas,2018.0,San Sebastian,5.73107,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.0704,11.7148
Interaksyon,http://www.interaksyon.com/article/116761/nine-benguet-landslide-victims-still-missing,7908,08/22/2015 03:30:00 AM,,Mankayan,"At 3:30 a.m. of August 22, the landslide descended at Sitio Elizabeth in Taneg, Mankayan and covered the shanties of small-scale miners, where 16 people were reported inside their dwellings.",Mankayan,10km,landslide,unknown,large,unknown,16.0,0.0,,,,glc,7908.0,Philippines,PH,Cordillera,3543.0,Tabio,0.07399,06/29/2016 05:16:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.7996,16.8495
press reader,http://www.pressreader.com/,9050,07/16/2016 12:00:00 AM,,"Naguilian, Isabela, Philippines","Two children were buried alive in a landslide in Naguilian, Isabela on Saturday. Rose Ann Aguinaldo and Justin Orpiano, both six years old, were playing with other children on the bank of a river in Barangay Palattao when the soil collapsed, according to Chief Inspector Sherwin Concha, town police chief. The children’s mothers were washing clothes nearby when the incident occurred. Villagers managed to rescue the children except Aquinaldo and Orpiano, whose bodies were recovered later.","Naguilian, Isabela, Philippines",5km,riverbank_collapse,unknown,small,above_river,2.0,0.0,,,,glc,9050.0,Philippines,PH,Cagayan Valley,8560.0,Naguilian,0.55194,07/19/2016 06:49:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.8319,17.0224
newsinfo.inquirer,http://newsinfo.inquirer.net/34299/nature%E2%80%99s-fury-floods-landslides-sea-accident,3815,07/20/2011 12:00:00 AM,,Cebu City,"The unpredictable weather in the past few weeks has caused rains that resulted to floods and landslides in some parts of Cebu City.  Yesterday, the weather also caused big waves which hit a Cebu-based ship to sink off the coast of Iloilo. (See story on page 1.) All passengers and crew were rescued.  With this development, the weather bureau yesterday also warned more rains in Cebu this week due to an active low pressure area in Luzon, the southwest monsoon and the effects of the exiting typhoon Kabayan.  Boy Artiaga, Philippine Atmospheric Geophysical and Astronomical Service Administration (Pag-asa) weather observer, said that these weather conditions could bring scattered rainshowers and thunder storms throughout the country.  Artiaga advised local government units and people living in landslide and flood prone areas to be more vigilant.  “The heavy rain would occur unexpectedly. And so residents have to be prepared,” he said.  He said although typhoon Kabayan was leaving the country",Cebu City,10km,landslide,rain,medium,unknown,0.0,,,,,glc,3815.0,Philippines,PH,Central Visayas,798634.0,Cebu City,5.82458,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.8639,10.3622
philstar,http://www.philstar.com/Article.aspx?articleid=422401,918,12/08/2008 12:00:00 AM,,"Barangays Cabacungan and Mag-ubay in Calbayog City, Eastern Samar","Heavy rains caused flash floods and landslides in several towns in Samar and displaced thousands of residents yesterday. The municipal disaster coordinating council in Can-avid, Eastern Samar, reported that heavy rains for the past three days have flooded villages and affected some 6,947 residents. ","Barangays Cabacungan and Mag-ubay in Calbayog City, Eastern Samar",10km,landslide,continuous_rain,medium,unknown,,,,,,glc,918.0,Philippines,PH,Eastern Visayas,2196.0,Malajog,12.48939,09/12/2014 09:28:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.5528,12.1969
ABS CBN News.com,http://news.abs-cbn.com/nation/regions/01/11/14/rains-trigger-landslide-agusan-del-norte,5758,01/10/2014 06:00:00 PM,,Jose Rosales Ave Butuan City,"Rains trigger landslide in Agusan del Norte By Rodge Cultura.  Three days of incessant rains due to the low pressure area affecting the Mindanao region caused a landslide in Carmen town, Agusan del Norte on Friday evening. One lane of the road in Purok Mabuhay, Barangay Tagcatong was close the whole night when a portion of the solid footing soil from a nearby hill just beside the national highway collapsed.  No one was injured in the incident",Jose Rosales Ave Butuan City,1km,landslide,tropical_cyclone,medium,above_road,0.0,0.0,Agaton,,,glc,5758.0,Philippines,PH,Caraga,309709.0,Butuan,1.33719,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.5319,8.9458
cdrc-phil,http://www.cdrc-phil.com/cordillera-region-battered-by-super-typhoon-juan/,2635,10/18/2010 12:00:00 AM,,"barangay Kias, Baguio city","Baguio City experienced the same strength of Typhoon Juan with Benguet. There were 40 barangays and 532 families mostly affected    CDRDS had relief delivery operations on October 22, 2010 to Kias evacuees numbering to 10 families. Delivered goods are food and non-food. These families are temporarily staying at the Day Care Center because their houses are endangered due to loose soil, at day time they are in their residential houses fixing damages and clearing landslides but at night time they return back to the center.","barangay Kias, Baguio city",5km,landslide,tropical_cyclone,medium,unknown,0.0,,Supertyphoon Juan (Megi),,,glc,2635.0,Philippines,PH,Cordillera Administrative Region,28407.0,Itogon,4.83619,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.6318,16.3671
gmanews.tv,http://www.gmanews.tv/story/62521/Report-5-killed-4-missing-in-Ifugao-landslide,287,09/29/2007 12:00:00 AM,,"Sitio Upper Pitawan in Barangay O-ong in Hingyon town, Ifugao province","buried two houses along road, occurred at 10pm","Sitio Upper Pitawan in Barangay O-ong in Hingyon town, Ifugao province",25km,landslide,rain,medium,unknown,,,,,,glc,287.0,Philippines,PH,Cordillera Administrative Region,6819.0,Lagawe,3.69902,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.1167,16.8333
philstar,http://www.philstar.com/Article.aspx?articleId=667073&publicationSubCategoryId=200,3247,03/17/2011 02:00:00 AM,,"barangay Cabalawan(Kabalawan), Tacloban municipality, Leyte province","March 17, 2011 12:55 PM   MANILA, Philippines - Seven members of a family were killed after their house was hit by a landslide in Tacloban City, the government's disaster management agency confirmed before noon today.  In an 11 a.m. report, the Natinal Disaster Risk Reduction and Management Council (NDRRMC) said the victims' house in Barangay Cabalawan was buried by mud after a landslide early today.  The NDRRMC identified the fatalities as Marlon Jordan, 35; his wife Genita, 35; and their children Angelita, 14; Marita; John Paul; John Rey, 4; and Hernie, 3.  ...  The landslides occurred due to continuous rains over the province during the last two days. Heavy rains in the province have also caused flooding in several areas.","barangay Cabalawan(Kabalawan), Tacloban municipality, Leyte province",10km,landslide,downpour,medium,unknown,7.0,,,,,glc,3247.0,Philippines,PH,Eastern Visayas,2325.0,San Antonio,5.40926,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.9667,11.3
news.pia.gov.ph,http://news.pia.gov.ph/index.php?article=71376897778,5370,08/19/2013 12:00:00 AM,,K0271 + 800 In Guesset Section Along Benguet – Nueva Vizcaya Road,"Clearing operations are ongoing in many  roads in the province due to landslide brought about by the continuous rains  brought by the southwest monsoon and enhanced by tropical storm  Maring. Department of Public Works and Highways (DPWH) _ Cordillera  Assistant Regional Director Nerie D. Bueno  in situational report  on national roads and bridges as of  4:00PM,Monday,  that most roads covered under the Benguet Second District Engineering Office (DEO) experienced road closure due landslide   resulting from the continuous rains since Friday afternoon. Clearing operations are ongoing along portions of Acop-Kapangan-Kibungan-Bakun road particularly K0287 + 200 Taba-ao sections in Kapangan, K030 + 850 Saddle in Kibungan, K0348 + 900 Mabuhay and K0349 + 600 Gakian sections in Gambang, Bakun which are closed to traffic due to landslide. Still in the same road stretch, K0284+500 Gawa section in Kapangan and K0339 + 400 Malikliko in Ampusongan, Bakun were already open to traffic with further o",K0271 + 800 In Guesset Section Along Benguet – Nueva Vizcaya Road,unknown,landslide,tropical_cyclone,medium,unknown,,,Trami,,,glc,5370.0,Philippines,PH,Cordillera Administrative Region,7491.0,Tuding,4.10721,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.678,16.4244
Rappler,http://www.rappler.com/nation/103333-typhoon-ineng-baguio-landslide-blackout,7721,08/21/2015 12:00:00 AM,,"Goldfield Section at Poblacion, Itogon",Strong winds and rains isolated many towns in the Cordillera.,"Goldfield Section at Poblacion, Itogon",5km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,7721.0,Philippines,PH,Cordillera,28407.0,Itogon,1.97068,05/26/2016 10:56:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.6852,16.3798
Global Nation Inquirer,http://globalnation.inquirer.net/cebudailynews/news/view/20070815-82737/Carcar_landslide_kills_family_man,184,08/14/2007 12:00:00 PM,,Carcar City,"Possibly induced by quarrying, he was in a backhoe",Carcar City,10km,complex,construction,medium,unknown,1.0,,,,,glc,184.0,Philippines,PH,Central Visayas,5027.0,Valencia,1.69996,09/12/2014 07:43:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.619,10.15
philstar,http://www.philstar.com/Article.aspx?ArticleId=422275,916,12/07/2008 12:00:00 AM,,Barangay Paraiso in San Miguel town in Catanduanes ,"Landslide occurred in Barangay Paraiso in San Miguel town in Catanduanes, while the Virac-Vega Road section is also not passable due landslides brought about by continuous heavy rains. Continuous rains since last week is threatening low-lying areas, flood- and landslide-prone areas in the Bicol region.",Barangay Paraiso in San Miguel town in Catanduanes ,10km,landslide,downpour,medium,unknown,,,,,,glc,916.0,Philippines,PH,Bicol,0.0,San Miguel,6.48126,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.264,13.6862
newsinfo.inquirer,http://newsinfo.inquirer.net/10082/rains-cause-landslides-mine-tunnel-collapse-up-north,3535,05/25/2011 12:00:00 AM,,"Itogon-Dalupirip Road, Cordillera","The Itogon-Dalupirip Road was blocked by a landslide on Wednesday. It remains closed because the area continues to erode, an OCD report said. ... 9:20 pm | Saturday, May 28th, 2011   A heavy downpour ushering the start of the rainy season caused a pocket mine tunnel in Barangay Camp 4 here to collapse on Friday, killing a small-scale miner and injuring two of his companions, reports from the Office of Civil Defense in the Cordillera showed.","Itogon-Dalupirip Road, Cordillera",5km,landslide,downpour,small,unknown,0.0,,,,,glc,3535.0,Philippines,PH,Cordillera Administrative Region,28407.0,Itogon,3.46677,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.7084,16.3562
news.au,"http://www.news.com.au/story/0,23599,23908135-23109,00.html",601,06/21/2008 12:00:00 AM,,Negros Occidental,"unsure of exact locations, landslides were widespread throughout island",Negros Occidental,unknown,landslide,tropical_cyclone,medium,unknown,,,Typhoon Fengshen ,,,glc,601.0,Philippines,PH,Western Visayas,0.0,Moises Padilla,1.15661,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.08,10.26
reliefweb,http://www.reliefweb.int/rw/RWFiles2010.nsf/FilesByRWDocUnidFilename/MUMA-8AL825-full_report.pdf/$File/full_report.pdf,2637,10/18/2010 12:00:00 AM,,"Dinadiawan-Madela Road(?), Calaocan(?), Dipaculao, Aurora, Region III, Luzon",Twelve (12) road sections are still closed to traffic in CAR and Region III due to slides:  ,"Dinadiawan-Madela Road(?), Calaocan(?), Dipaculao, Aurora, Region III, Luzon",50km,landslide,tropical_cyclone,medium,unknown,0.0,,Supertyphoon Juan (Megi),,,glc,2637.0,Philippines,PH,Cagayan Valley,5682.0,Nagtipunan,24.60329,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.6164,15.9949
pia,http://www.pia.gov.ph/news/index.php?article=1141332245446,4279,03/20/2012 01:00:00 AM,,"Purok 1 Hillside, Barangay 8, Catbalogan City, Samar ","CATBALOGAN CITY, Samar, March 20 (PIA) – Two houses were totally wrecked while two others were partially damaged due to a landslide triggered by three straight days of rains at Purok 1 Hillside, Barangay 8, Catbalogan City at 1:00 a.m. of March 20.","Purok 1 Hillside, Barangay 8, Catbalogan City, Samar ",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,4279.0,Philippines,PH,Eastern Visayas,68081.0,Catbalogan,0.93532,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.8834,11.7833
